01_prenom,02_genre,03_nom,04_age,05_niveau,06_attaque,07_defense,08_physique,09_technique,10_endurance,11_forme
rostislav,m,LOFTUS,11,Junior,69,90,59,95,70,50
roswell,m,DENHAM,11,Junior,58,72,30,56,90,92
roswitha,f,SIFUENTES,29,Adulte,39,91,74,82,59,87
rosy,f,SILER,20,Adulte,34,81,91,96,48,94
rowan,m,HARDISON,33,Adulte,82,85,61,97,42,88
rowanne,f,KWAN,17,Junior,78,49,99,60,79,92
rowena,f,PENDERGRASS,33,Adulte,59,56,48,77,30,46
rowina,f,FRASIER,14,Junior,85,54,91,92,93,66
rowland,m,HUTCHENS,23,Adulte,98,67,95,82,81,30
rowley,m,FORT,18,Adulte,71,95,35,37,60,79
roxana,f,MONTIEL,35,Adulte,84,38,94,68,94,85
roxane,f,FINCHER,35,Adulte,53,60,74,50,30,49
roxanna,f,EGGERS,34,Adulte,95,56,69,31,31,71
roxanne,f,MOEN,15,Junior,40,100,45,48,63,79
roxie,f,GRIFFIS,20,Adulte,35,94,42,34,92,38
roxy,f,HAUCK,16,Junior,65,85,79,95,84,59
roy,m,LISTER,21,Adulte,70,78,66,34,75,41
royal,m,LUNDBERG,11,Junior,58,83,78,80,33,77
royale,m,TANAKA,14,Junior,77,83,56,69,36,92
royce,m,CORNISH,16,Junior,66,96,91,99,48,32
roydon,m,WHITLOW,16,Junior,96,94,54,38,57,75
royle,m,CHOU,11,Junior,47,48,62,83,57,74
royston,m,GRIEGO,27,Adulte,86,52,38,89,88,97
roz,f,ROBSON,23,Adulte,63,99,83,43,84,80
róza,f,PROSSER,27,Adulte,87,67,61,55,83,64
roza,f,BALLINGER,28,Adulte,52,94,38,93,34,92
rozabela,f,FOGARTY,30,Adulte,32,60,91,87,62,35
rozália,f,ALLMAN,22,Adulte,49,62,87,49,73,94
rozalija,f,ATCHISON,33,Adulte,66,34,72,35,72,66
rozanne,f,CONAWAY,28,Adulte,40,89,35,41,63,95
roze,f,RIDDICK,28,Adulte,66,76,84,48,99,88
rózsa,f,RUPERT,10,Junior,42,60,83,64,98,30
rózsi,f,KRUG,11,Junior,35,42,95,84,79,59
ru,m,PINKSTON,19,Adulte,32,67,79,56,85,56
ruadhán,m,COGGINS,34,Adulte,57,47,77,70,37,61
ruaidhrí,m,NARVAEZ,26,Adulte,56,65,66,71,48,98
ruaidrí,m,EARNEST,12,Junior,64,62,64,41,61,90
ruairí,m,FAIN,18,Adulte,83,80,38,69,42,53
ruairi,m,RASH,34,Adulte,98,72,32,69,87,92
ruairidh,m,OLMSTEAD,23,Adulte,48,42,84,36,82,71
ruaraidh,m,SHERROD,34,Adulte,67,82,49,77,77,97
ruaridh,m,BEELER,23,Adulte,39,54,37,93,55,58
rube,m,SPEARMAN,18,Adulte,60,77,46,90,96,32
rubén,m,POLAND,31,Adulte,97,67,36,66,58,85
ruben,m,ROUSSEAU,10,Junior,61,52,44,69,90,96
rubena,f,HYLAND,20,Adulte,90,44,60,41,32,41
rubina,f,RHEA,34,Adulte,36,44,82,96,82,63
ruby,f,SON,22,Adulte,78,63,87,100,98,86
rubye,f,REDMON,20,Adulte,51,85,38,47,52,51
ruchel,f,WILKE,34,Adulte,82,58,100,75,88,43
rudi,m,VALENTI,25,Adulte,87,64,31,64,43,57
rüdiger,m,PAULINO,32,Adulte,31,44,86,36,97,90
rudo,m,GEYER,13,Junior,90,42,96,62,53,60
rudolf,m,BLACKWOOD,14,Junior,78,80,32,45,55,59
rudolph,m,LECLAIR,18,Adulte,74,87,64,42,79,53
rudy,m,OLGUIN,10,Junior,45,65,92,40,74,48
rudyard,m,MAESTAS,12,Junior,81,52,42,30,47,86
rue,f,BUCKINGHAM,17,Junior,51,75,85,74,55,63
rufina,f,BLYTHE,14,Junior,66,86,98,95,55,55
rufino,m,SAMUELSON,20,Adulte,65,49,32,34,46,43
rufus,m,BOUNDS,22,Adulte,55,48,51,59,76,45
ruggero,m,NAKAMURA,26,Adulte,30,42,95,41,51,53
ruggiero,m,BATTS,16,Junior,66,92,50,35,90,45
rui,m,GALARZA,14,Junior,78,66,93,59,94,71
rukmini,f,SISCO,34,Adulte,57,97,68,55,85,36
runa,f,MCVAY,14,Junior,38,56,90,50,51,49
rune,m,HYNES,14,Junior,90,73,59,44,81,66
rupert,m,MERTZ,10,Junior,73,92,64,30,63,89
ruperta,f,TREMBLAY,28,Adulte,43,79,92,61,99,63
rupinder,f,OROSCO,20,Adulte,51,77,83,66,89,97
ruqayya,f,PRENTICE,29,Adulte,41,49,83,46,72,77
rurik,m,WILHITE,23,Adulte,37,41,72,30,93,43
ruslan,m,SEILER,20,Adulte,65,48,40,58,91,39
russ,m,ARCHIBALD,30,Adulte,49,90,56,77,31,65
russel,m,WOOLDRIDGE,35,Adulte,64,47,37,75,91,65
russell,m,WINFIELD,24,Adulte,64,45,73,98,65,57
rustam,m,ODEN,18,Adulte,35,88,92,34,89,64
rusty,m,ZELAYA,18,Adulte,91,79,92,31,97,66
rut,f,CHESTNUT,33,Adulte,50,58,43,31,61,92
ruta,f,GUARDADO,27,Adulte,50,46,45,53,91,63
rutger,m,MCCALLISTER,16,Junior,33,39,64,66,46,61
ruth,f,CANTY,35,Adulte,41,74,74,89,77,36
ruthie,f,GRASSO,34,Adulte,90,69,71,79,60,54
ruuben,m,COLLETT,26,Adulte,38,52,48,55,72,98
ruud,m,HYLTON,31,Adulte,70,80,86,92,57,65
ruxandra,f,EASTERLING,28,Adulte,80,43,68,49,98,46
ruy,m,DEANGELIS,16,Junior,96,37,31,62,68,38
ryan,m,TREADWAY,24,Adulte,62,98,74,79,86,73
ryana,f,FERRARI,32,Adulte,35,38,41,68,87,46
ryanne,f,ETHRIDGE,22,Adulte,85,63,81,55,98,75
rylan,m,MILBURN,30,Adulte,82,57,60,58,58,84
rylee,f,MERCIER,24,Adulte,39,76,66,69,43,63
ryley,m,BICKFORD,34,Adulte,39,30,90,57,60,61
ryo,m,THIBODEAU,17,Junior,99,36,33,75,51,45
ryota,m,BOLANOS,11,Junior,76,79,97,50,82,30
ryszard,m,FELLOWS,34,Adulte,82,99,81,33,84,95
saara,f,HALES,27,Adulte,47,89,99,82,31,36
sabah,f,GREATHOUSE,19,Adulte,81,56,96,41,70,38
sabas,m,BUCHHOLZ,18,Adulte,30,43,61,65,90,97
sabeen,f,STRUNK,26,Adulte,66,88,99,90,78,93
sabella,f,FAISON,25,Adulte,58,40,80,92,73,83
sabia,f,PURNELL,35,Adulte,83,64,43,71,82,84
sabina,f,CLEGG,25,Adulte,42,82,35,40,74,43
sabine,f,STEINMETZ,12,Junior,62,32,71,39,100,86
sabino,m,WOJCIK,21,Adulte,34,57,40,67,75,36
sabrina,f,ALCORN,17,Junior,54,33,69,52,39,98
saburo,m,BALLESTEROS,14,Junior,85,63,61,60,91,90
sacha,m,BASILE,34,Adulte,89,72,42,81,46,89
sachairi,m,PAEZ,22,Adulte,50,100,58,34,76,89
sacheverell,m,ARMOUR,21,Adulte,36,30,81,72,91,55
sachie,m,DEVITO,31,Adulte,61,48,66,50,55,31
sachiko,f,TELLO,26,Adulte,58,90,84,83,91,56
sachin,m,FLICK,27,Adulte,45,93,36,59,94,73
sa'd,m,YOUNT,17,Junior,58,100,80,74,88,78
sadaf,f,ESTEVEZ,15,Junior,88,44,32,49,84,100
sadb,f,HITT,28,Adulte,76,46,61,30,35,37
saddam,m,HOULE,21,Adulte,76,81,35,97,35,93
sadhbh,f,CHA,27,Adulte,56,77,86,39,47,42
sa'dia,f,TRAVERS,32,Adulte,80,54,72,53,66,88
sadie,f,CASS,29,Adulte,54,57,41,71,49,81
saffie,f,LOPER,23,Adulte,74,42,32,47,33,44
saffron,f,GETZ,10,Junior,66,95,83,31,88,73
safira,f,CADE,26,Adulte,64,81,78,61,84,59
sage,f,GONSALVES,31,Adulte,37,75,60,80,99,32
sahar,f,LEAR,12,Junior,31,37,62,52,71,95
saibh,f,CROMWELL,10,Junior,69,47,91,73,41,32
sa'id,m,STEPHAN,25,Adulte,93,91,50,88,55,71
sa'ida,f,OCASIO,30,Adulte,97,32,51,91,88,81
saiful,m,DELUNA,33,Adulte,82,65,45,98,99,72
saifullah,m,TOLENTINO,35,Adulte,33,77,56,50,41,91
sakari,m,PICARD,19,Adulte,72,33,58,80,75,70
sakhr,m,EAVES,32,Adulte,83,51,79,35,57,74
saki,f,TOSCANO,14,Junior,88,46,94,69,82,69
saku,m,AULT,27,Adulte,80,70,72,91,43,67
sakura,f,OSBURN,24,Adulte,32,72,62,39,61,80
sal,f,RUVALCABA,16,Junior,100,82,56,35,99,63
salacia,f,SZABO,16,Junior,30,51,88,100,86,94
salah,m,KOZAK,16,Junior,83,62,34,73,88,67
salal,f,BEAR,14,Junior,37,98,37,31,45,53
salamon,m,ECK,21,Adulte,86,98,76,93,39,69
saleem,m,DEYOUNG,15,Junior,30,78,62,66,73,69
saleh,m,MOREHEAD,15,Junior,33,61,44,95,68,100
salena,f,HERRIN,34,Adulte,76,63,66,86,39,50
salha,f,TILLERY,27,Adulte,88,53,67,32,63,72
salih,m,ROYSTER,27,Adulte,66,87,86,51,68,73
salim,m,KEHOE,19,Adulte,47,78,80,87,100,70
salima,f,SWANK,10,Junior,62,92,46,72,78,98
salina,f,YAMAMOTO,32,Adulte,54,69,92,97,92,82
salli,f,SCHOONOVER,33,Adulte,66,72,56,39,85,65
sallie,f,CLANTON,34,Adulte,91,58,90,92,70,38
sally,f,STUTZMAN,13,Junior,81,35,63,49,88,33
salma,f,SWEARINGEN,12,Junior,85,57,47,69,91,65
salman,m,MARTINSON,29,Adulte,66,73,49,41,94,36
salomão,m,HARRELSON,17,Junior,45,74,31,92,86,67
salomé,f,LEO,17,Junior,47,81,47,80,65,54
salome,f,KEYSER,16,Junior,41,59,31,49,73,49
salomea,f,GUYTON,33,Adulte,76,75,91,52,60,42
salomon,m,LUCIO,20,Adulte,84,61,81,59,100,91
salud,f,VEAL,13,Junior,37,65,79,78,90,65
salut,f,VANWINKLE,35,Adulte,32,70,59,90,73,95
salvador,m,ANGELO,12,Junior,82,49,77,94,44,58
salvalus,m,ZAMUDIO,15,Junior,85,53,79,77,90,68
salvatore,m,HADDOCK,21,Adulte,78,61,81,77,32,57
sam,m,QUACH,29,Adulte,72,65,96,38,73,31
samanta,f,THOMSEN,10,Junior,43,58,45,85,94,54
samantha,f,CURIEL,11,Junior,80,90,78,37,90,80
samara,f,BADGER,23,Adulte,68,83,55,57,59,87
sameer,m,TEEL,33,Adulte,78,68,54,96,81,72
sameera,f,HIBBARD,20,Adulte,39,69,43,75,45,31
sami,m,DVORAK,33,Adulte,73,44,31,96,30,84
samina,f,BALLEW,29,Adulte,54,48,47,35,60,75
samir,m,FALLS,29,Adulte,36,50,89,48,39,47
samira,f,BOSTICK,29,Adulte,46,84,36,77,95,88
sammi,f,MONAGHAN,15,Junior,89,56,50,98,68,39
sammie,m,SEGAL,28,Adulte,62,100,86,85,80,70
sammy,m,DENNING,34,Adulte,43,96,36,60,43,89
samnang,m,BAHR,34,Adulte,98,93,93,63,65,41
samoyla,m,SERRATO,19,Adulte,39,78,76,97,43,80
sampson,m,TOOMEY,10,Junior,97,90,83,71,92,35
samson,m,LACROIX,18,Adulte,97,83,96,64,77,53
samu,m,ANTOINE,34,Adulte,68,79,76,65,51,87
sámuel,m,RESENDIZ,23,Adulte,62,81,90,57,45,93
samuel,m,SPERRY,21,Adulte,73,35,93,71,90,52
samuela,f,ROSSER,12,Junior,54,93,99,41,92,93
samuele,m,BOGAN,26,Adulte,98,99,87,38,64,56
samuil,m,GASPAR,34,Adulte,35,61,70,35,64,83
samuli,m,AMIN,32,Adulte,60,44,72,97,38,73
san,m,SCHRAMM,28,Adulte,34,61,66,93,42,33
sana',f,LEMASTER,29,Adulte,56,99,67,94,100,96
sana,f,ECHEVARRIA,14,Junior,84,44,100,71,38,79
sanaz,f,LILLEY,24,Adulte,76,70,96,72,52,30
sancha,f,POLING,26,Adulte,91,65,100,89,46,45
sanchia,f,VILLAGOMEZ,18,Adulte,99,74,35,71,59,35
sancho,m,CONDE,17,Junior,30,89,64,56,85,98
sanda,f,DELRIO,11,Junior,65,37,37,41,53,58
sandalio,m,LERNER,19,Adulte,66,47,42,93,82,55
sandeep,m,LEROY,22,Adulte,87,44,86,60,31,64
sandford,m,OTIS,10,Junior,36,62,94,88,58,49
sandhya,f,DURKIN,26,Adulte,82,74,57,40,77,31
sandie,f,LAVENDER,15,Junior,85,87,75,76,62,63
sándor,m,SCHENK,14,Junior,74,58,44,32,82,80
sandra,f,ONG,11,Junior,32,40,51,68,46,47
sandrine,f,GUESS,31,Adulte,93,31,92,46,87,46
sandro,m,ALANIS,19,Adulte,75,40,90,80,63,74
sandu,m,JACOBO,18,Adulte,84,47,91,49,54,77
sandy,f,RAMSAY,29,Adulte,70,60,35,91,64,30
sanford,m,HENKE,29,Adulte,64,40,50,78,49,33
sango,f,SLEDGE,19,Adulte,71,37,59,91,32,79
sani,m,WHITED,31,Adulte,75,51,37,78,55,38
saniyya,f,FRAZER,14,Junior,61,75,73,84,48,92
sanjay,m,FORTIER,10,Junior,65,81,85,67,31,81
sanjeet,m,MACLEOD,28,Adulte,86,71,96,96,84,95
sanjeev,m,PASCUAL,31,Adulte,41,69,60,33,46,89
sanjit,m,CASANOVA,18,Adulte,31,79,75,42,65,67
sanjiv,m,OLDS,31,Adulte,82,40,76,75,75,42
sankar,m,JENSON,29,Adulte,32,39,99,63,88,94
sanna,f,TIJERINA,15,Junior,78,40,99,69,46,64
sanne,f,FLORA,30,Adulte,73,43,36,82,60,94
sans,m,CASTO,15,Junior,46,86,56,74,96,53
sansone,m,RINALDI,19,Adulte,30,96,67,61,86,88
santa,f,BLUNT,12,Junior,67,87,35,46,89,46
santeri,m,FONTANA,28,Adulte,42,59,30,75,86,57
santiago,m,MINNICK,15,Junior,70,30,88,37,94,40
santino,m,LARIOS,35,Adulte,65,81,39,62,78,100
santo,m,RAYNOR,23,Adulte,38,89,59,97,94,64
santos,m,FUNG,28,Adulte,80,84,100,61,46,31
santuzza,f,MAREK,32,Adulte,91,62,57,100,36,33
sanya,f,VALLADARES,11,Junior,91,86,61,63,30,99
saoirse,f,CLEMMONS,27,Adulte,48,97,56,46,85,92
sapphira,f,GRACIA,27,Adulte,87,63,55,65,30,80
sapphire,f,ROHRER,34,Adulte,57,79,67,67,46,31
sappho,f,FRYER,16,Junior,65,43,42,54,37,64
sára,f,FOLSOM,33,Adulte,65,83,75,30,62,85
sara,f,GEARHART,10,Junior,57,56,85,85,31,88
sarah,f,SUMPTER,32,Adulte,54,91,91,70,87,100
sarahjeanne,f,KRAEMER,10,Junior,90,34,46,87,92,71
sarai,f,ACEVES,28,Adulte,88,43,72,34,94,55
saraid,f,PETTIGREW,16,Junior,58,30,64,97,100,70
saranna,f,MCLAURIN,16,Junior,65,59,57,61,93,56
saraswati,f,SOUTHERN,12,Junior,38,39,92,96,65,51
sarava,m,BARROWS,10,Junior,79,83,54,58,61,91
sári,f,LANDEROS,18,Adulte,88,94,38,61,96,60
sari,f,JANES,19,Adulte,83,73,31,70,35,39
sariah,f,DEGUZMAN,25,Adulte,40,41,70,95,51,84
sárika,f,MCFALL,14,Junior,35,54,31,97,60,67
sarina,f,FREDERICKS,19,Adulte,74,67,69,91,44,74
sarita,f,ASHE,19,Adulte,37,40,52,32,99,30
sarosh,m,MAURO,11,Junior,64,90,57,61,49,36
sarra,f,MERINO,10,Junior,68,83,42,83,91,54
sascha,m,WINDSOR,23,Adulte,35,96,85,76,35,35
sasha,m,TABER,35,Adulte,82,54,66,81,43,33
sashi,m,ARMIJO,18,Adulte,94,85,60,71,42,100
saskia,f,BRICKER,14,Junior,98,65,67,51,82,51
sassa,f,PITMAN,27,Adulte,66,55,54,71,70,49
satchel,m,MORRILL,35,Adulte,45,75,68,60,93,60
satish,m,SANCHES,29,Adulte,62,54,38,96,33,65
satu,f,DEBOER,27,Adulte,39,82,55,92,35,77
saturn,m,CONLON,24,Adulte,49,35,59,70,82,71
saturnina,f,REUTER,22,Adulte,65,94,62,43,86,44
saturnino,m,STEGALL,35,Adulte,86,89,75,34,32,85
saturninus,m,CLEMENTE,19,Adulte,75,67,41,74,79,90
sauda,f,ROMINE,26,Adulte,98,100,33,71,70,97
saul,m,DYKSTRA,11,Junior,81,39,65,77,100,56
saule,f,EHLERS,20,Adulte,31,56,70,61,51,53
saundra,f,TALLMAN,20,Adulte,95,97,39,94,99,48
sava,m,LOVATO,35,Adulte,59,92,64,73,62,56
savalus,m,BRENT,30,Adulte,69,33,45,47,48,32
savanna,f,PEARL,16,Junior,44,47,95,93,50,92
savannah,f,PYLES,17,Junior,96,89,78,75,31,43
savas,m,CLOUTIER,18,Adulte,74,36,83,98,92,41
saveli,m,MCCURRY,35,Adulte,67,77,99,50,31,46
saverio,m,MCKEEVER,35,Adulte,38,89,38,61,32,75
savino,m,GRAZIANO,11,Junior,99,81,62,34,67,90
savio,m,HEFLIN,10,Junior,56,58,76,82,81,93
savitri,f,GARMAN,25,Adulte,63,84,62,54,61,48
sawney,m,ISAACSON,17,Junior,50,81,57,72,64,80
sawyer,m,MCREYNOLDS,25,Adulte,50,46,40,71,88,64
sawyl,m,MEISTER,26,Adulte,90,30,42,46,47,84
saxon,m,STROUP,10,Junior,39,50,96,58,51,61
sayuri,f,EVERSON,17,Junior,69,58,88,98,96,88
sayyid,m,HALSEY,30,Adulte,56,58,32,56,60,63
scarlet,f,MCEWEN,13,Junior,58,67,37,64,76,74
scarlett,f,SPARKMAN,33,Adulte,78,49,87,73,82,32
scevola,m,YAGER,12,Junior,76,86,65,76,51,36
scheherazade,f,BUCHER,31,Adulte,46,45,73,82,44,93
schwanhild,f,BERRYMAN,35,Adulte,61,44,83,48,96,61
scilla,f,DERR,14,Junior,75,65,70,55,40,61
scot,m,JESTER,17,Junior,78,49,84,91,81,61
scott,m,MICKELSON,35,Adulte,88,45,93,63,89,85
scottie,m,SAYERS,11,Junior,34,63,82,99,68,81
scotty,m,WHITEMAN,30,Adulte,81,88,43,55,43,78
scout,f,RIORDAN,32,Adulte,42,67,76,75,80,47
seachnall,m,MCINNIS,24,Adulte,61,45,34,98,42,88
séafra,m,JOSE,27,Adulte,60,44,74,31,51,50
seaghdh,m,GOOLSBY,18,Adulte,51,47,45,52,58,94
séaghdha,m,STIDHAM,28,Adulte,55,46,42,55,93,36
séamas,m,DONLEY,33,Adulte,99,47,48,54,88,96
seamour,m,JOHNSEN,31,Adulte,58,56,80,49,43,87
séamus,m,STALLWORTH,22,Adulte,63,50,91,54,80,30
seán,m,FRANKE,20,Adulte,61,65,56,98,42,36
seanán,m,SILVERS,34,Adulte,72,43,83,70,67,66
séarlait,f,REITZ,14,Junior,31,96,37,43,88,43
séarlas,m,NATHAN,17,Junior,62,68,84,61,85,84
sebastiaan,m,BROGAN,25,Adulte,42,84,66,58,68,57
sebastián,m,CARDOSO,30,Adulte,36,43,34,75,32,99
sebastian,m,LINVILLE,32,Adulte,62,77,98,94,47,86
sebastiana,f,BAPTISTE,29,Adulte,96,94,38,62,34,33
sebastiano,m,GORSKI,23,Adulte,40,35,74,54,94,42
sébastien,m,REY,26,Adulte,37,67,45,46,56,37
sébastienne,f,HAZEN,10,Junior,58,91,91,48,78,88
sebestyén,m,DAMON,34,Adulte,91,54,63,91,88,97
sebestyen,m,SHORES,23,Adulte,61,83,79,73,44,42
sechnall,m,BOLING,23,Adulte,32,41,53,98,56,64
secundinus,m,JABLONSKI,30,Adulte,62,77,84,47,99,47
secundus,m,LEMIEUX,13,Junior,100,64,43,65,66,82
seeta,f,HECHT,29,Adulte,77,42,33,53,87,47
seetha,f,DONG,11,Junior,86,48,80,70,80,98
sefton,m,LANGLOIS,11,Junior,35,47,60,78,66,99
sefu,m,BURROW,17,Junior,33,69,91,88,97,32
sekar,m,HERNANDES,27,Adulte,74,81,82,62,71,90
sekel,m,MCDEVITT,17,Junior,59,70,69,32,44,62
sela,f,PICHARDO,30,Adulte,89,51,53,58,44,59
selby,m,LEW,13,Junior,71,99,79,61,40,67
selena,f,STILLWELL,18,Adulte,81,60,96,50,67,65
selene,f,SAVOY,14,Junior,36,69,34,40,36,71
selig,m,TEIXEIRA,28,Adulte,100,60,46,95,79,45
selim,m,MATHESON,22,Adulte,55,60,75,30,64,41
selima,f,HILDRETH,14,Junior,44,38,41,53,73,76
selina,f,WARFIELD,30,Adulte,45,52,84,85,51,31
selma,f,HOGG,25,Adulte,61,76,85,86,76,99
selvaggia,f,TILLER,31,Adulte,66,40,95,34,73,35
selwyn,m,UNRUH,26,Adulte,32,49,86,43,49,92
semele,f,RUDY,15,Junior,38,58,92,88,82,59
semyon,m,BRISTOL,29,Adulte,54,90,78,91,76,87
senan,m,MATIAS,27,Adulte,53,83,73,91,36,89
sence,f,BUXTON,31,Adulte,84,79,48,95,51,83
sender,m,AMBRIZ,20,Adulte,56,36,68,87,65,96
seneca,m,CHIANG,12,Junior,79,69,33,41,89,86
senga,f,POMEROY,23,Adulte,85,65,64,59,58,62
sens,f,POGUE,25,Adulte,33,99,81,57,100,66
seoc,m,HAMMOCK,20,Adulte,78,96,32,43,91,46
seoirse,m,BETHEL,28,Adulte,54,87,30,82,53,89
seona,f,MIGUEL,15,Junior,92,80,50,60,47,80
seonag,f,CASSELL,35,Adulte,51,74,65,39,44,59
seònaid,f,TOWNS,20,Adulte,40,59,100,32,91,81
seòras,m,BUNKER,31,Adulte,72,56,90,69,37,84
seòsaidh,m,MCMICHAEL,20,Adulte,67,51,37,38,94,38
seosamh,m,KRESS,17,Junior,39,67,72,51,68,42
sepp,m,NEWLAND,21,Adulte,96,90,99,55,48,78
seppel,m,WHITEHURST,29,Adulte,77,70,52,31,56,84
seppo,m,FAZIO,33,Adulte,49,67,67,90,39,92
september,f,BATTEN,22,Adulte,52,71,34,39,86,56
septima,f,CALVILLO,27,Adulte,43,54,68,30,94,81
septimus,m,WALLEN,27,Adulte,81,36,94,45,90,69
sequoia,f,LUNG,12,Junior,42,40,74,31,74,57
sera,f,TURNEY,34,Adulte,100,97,62,89,42,82
serafima,f,SPARROW,35,Adulte,58,69,88,42,62,85
serafina,f,STEADMAN,35,Adulte,86,44,100,53,33,82
serafino,m,BATTLES,26,Adulte,33,40,48,77,58,71
seraphina,f,BERLIN,13,Junior,74,51,93,68,34,30
seraphine,f,LINDGREN,32,Adulte,89,83,66,33,35,34
seren,f,MCKEON,11,Junior,82,50,67,39,69,56
serena,f,LUCKETT,23,Adulte,54,69,33,40,31,88
serenity,f,SPRADLIN,26,Adulte,69,64,82,77,60,51
serge,m,SHERRY,35,Adulte,64,58,38,45,76,62
sergei,m,TIMMERMAN,27,Adulte,50,65,86,77,42,88
sergio,m,UTLEY,12,Junior,98,36,31,69,34,92
sergius,m,BEALE,23,Adulte,95,72,48,85,33,38
serhat,m,DRIGGERS,31,Adulte,44,62,68,93,78,34
serina,f,HINTZ,17,Junior,66,41,67,39,69,93
serrena,f,PELLEGRINO,18,Adulte,79,66,76,42,46,76
servius,m,HAZEL,10,Junior,83,94,64,65,97,46
sesto,m,GRIM,22,Adulte,86,45,80,66,32,35
set,m,DESMOND,16,Junior,76,35,68,47,61,61
seth (1),m,SPELLMAN,25,Adulte,39,70,72,100,90,79
seth (2),m,BOREN,35,Adulte,65,64,43,95,80,41
sethunya,f,STATEN,13,Junior,45,84,87,86,35,77
seumas,m,SCHLEGEL,25,Adulte,84,76,65,60,66,96
sevan,f,MAYA,16,Junior,68,55,71,41,76,76
sevastian,m,JOHNSTONE,34,Adulte,43,50,60,83,75,49
sevastyan,m,HARWELL,16,Junior,61,37,61,64,30,40
seve,m,PINSON,32,Adulte,92,87,57,38,41,88
severiano,m,BARRETO,24,Adulte,36,66,93,62,83,100
séverin,m,SPOONER,29,Adulte,52,92,36,52,83,97
severin,m,CANDELARIA,33,Adulte,78,31,77,66,91,79
severina,f,HAMMETT,27,Adulte,100,53,49,65,43,50
sévérine,f,SESSIONS,25,Adulte,85,86,45,61,55,49
severino,m,MCKEOWN,20,Adulte,48,97,53,37,53,82
severo,m,MCCOOL,20,Adulte,41,42,59,97,80,42
seward,m,GILSON,20,Adulte,42,56,87,96,93,32
sextus,m,KNUDSON,32,Adulte,54,47,65,88,61,40
seymour,m,IRISH,14,Junior,57,66,59,46,57,86
shachar,f,SPRUILL,33,Adulte,73,50,42,89,85,64
shad,m,KLING,22,Adulte,35,37,37,46,31,68
shadi (1),m,GERLACH,16,Junior,52,67,61,58,97,75
shadi (2),f,CARNAHAN,28,Adulte,80,80,40,74,31,92
shadrach,m,MARKLEY,24,Adulte,48,36,95,95,31,93
shadya,f,LAPORTE,26,Adulte,72,36,83,68,94,81
shae,m,FLANIGAN,24,Adulte,97,30,31,88,40,33
shaelyn,f,SPIRES,10,Junior,34,90,37,63,47,98
shafiq,m,CUSHMAN,26,Adulte,84,54,73,99,64,34
shafiqa,f,PLANTE,17,Junior,57,55,88,69,39,69
shahar,f,SCHLOSSER,27,Adulte,95,49,85,100,32,70
shahira,f,SACHS,30,Adulte,53,35,59,87,46,81
shahjahan,m,JAMIESON,27,Adulte,78,50,64,58,58,50
shahnaz,f,HORNSBY,10,Junior,44,39,64,67,41,47
shahpur,m,ARMSTEAD,29,Adulte,65,49,90,80,52,68
shahrazad,f,KREMER,17,Junior,54,42,31,70,41,84
shahriar,m,MADERA,14,Junior,75,69,53,98,51,98
shahrizad,f,THORNBURG,32,Adulte,50,49,92,76,67,30
shahrokh,m,BRILEY,29,Adulte,69,60,43,91,83,65
shahzad,m,GARRIS,33,Adulte,93,82,49,37,50,63
shai,m,JORGENSON,11,Junior,52,37,53,98,42,44
shaina,f,MOORMAN,32,Adulte,54,33,79,73,48,89
shaindel,f,VUONG,18,Adulte,75,40,84,44,46,71
shakir,m,ARD,32,Adulte,51,88,59,52,69,86
shakira,f,IRONS,31,Adulte,58,40,57,56,36,98
shakti,f,FIEDLER,29,Adulte,58,59,31,76,51,98
shakuntala,f,JACKMAN,21,Adulte,88,65,83,63,76,88
shalom,m,KUEHN,18,Adulte,38,69,65,83,68,59
shama,f,JENKS,23,Adulte,63,80,91,68,90,64
shamgar,m,BRISTOW,14,Junior,50,89,42,54,91,41
shamira,f,MOSBY,35,Adulte,98,47,35,66,41,78
shamus,m,ALDANA,19,Adulte,67,32,54,64,99,39
shan,f,MACLEAN,16,Junior,89,31,89,51,56,92
shana,f,FREUND,12,Junior,98,41,31,43,88,53
shandar,m,CREIGHTON,19,Adulte,64,61,66,66,90,66
shane,m,SMOTHERS,15,Junior,62,75,95,36,64,32
shanelle,f,MELSON,16,Junior,69,52,57,98,46,91
shanene,f,LUNDGREN,33,Adulte,59,92,69,86,72,92
shania,f,DONATO,35,Adulte,80,59,56,76,71,80
shanice,f,USHER,22,Adulte,51,96,51,36,76,43
shanika,f,THORNHILL,11,Junior,38,75,93,57,90,97
shankar,m,LOWMAN,30,Adulte,75,58,59,74,45,87
shankara,m,MARIANO,34,Adulte,80,41,79,33,81,62
shanna,f,BUTTON,29,Adulte,85,87,41,54,81,39
shannah,f,MCBEE,31,Adulte,40,79,33,92,60,83
shannon,f,CUPP,30,Adulte,79,47,43,67,69,95
shanta,f,WICKHAM,19,Adulte,66,57,81,100,56,65
shantae,f,DESTEFANO,32,Adulte,92,99,45,52,69,60
shantel,f,NUTT,15,Junior,57,65,88,37,80,71
shantelle,f,RAMBO,33,Adulte,86,90,99,97,66,84
shanti,f,VOIGT,18,Adulte,82,76,31,63,100,96
shaquille,m,TALBOTT,33,Adulte,74,72,99,52,69,86
sharalyn,f,SAXON,14,Junior,30,68,73,73,97,99
shareef,m,CEDILLO,12,Junior,90,72,66,31,38,58
